Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Sandro Mamukelashvili,C,24,SAS,3,0,6.3,0.7,1.7,.400,0.0,1.0,.000,0.7,0.7,1.000,.400,0.3,0.7,.500,1.3,1.0,2.3,0.3,0.3,0.0,0.0,0.7,1.7
Terance Mann,SG,27,LAC,3,0,25.0,2.7,5.7,.471,0.7,2.7,.250,2.0,3.0,.667,.529,0.0,0.0,,1.3,3.0,4.3,2.3,0.0,0.0,1.0,2.3,6.0
Tre Mann,PG,22,OKC,3,0,4.0,1.7,2.3,.714,0.3,0.7,.500,1.3,1.7,.800,.786,0.3,0.3,1.000,0.3,1.0,1.3,0.7,0.0,0.0,0.3,0.0,4.0
Boban Marjanović,C,35,HOU,3,0,6.7,1.7,3.0,.556,0.0,0.3,.000,1.7,2.7,.625,.556,0.0,0.3,.000,0.7,2.0,2.7,1.0,0.0,0.3,0.0,0.7,3.3
Lauri Markkanen,PF,26,UTA,10,10,33.5,8.1,16.7,.485,4.1,9.2,.446,4.0,7.5,.533,.608,3.9,4.4,.886,2.4,6.2,8.6,1.6,0.9,0.8,1.7,2.5,24.2
Naji Marshall,SF,26,NOP,1,0,14.0,2.0,3.0,.667,1.0,1.0,1.000,1.0,2.0,.500,.833,3.0,3.0,1.000,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,8.0
Caleb Martin,SF,28,MIA,1,0,20.0,1.0,7.0,.143,0.0,3.0,.000,1.0,4.0,.250,.143,0.0,0.0,,1.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,2.0
KJ Martin,SF,23,TOT,5,0,7.8,0.8,2.2,.364,0.2,1.0,.200,0.6,1.2,.500,.409,0.2,0.4,.500,0.2,0.6,0.8,0.4,0.4,0.2,0.6,1.0,2.0
KJ Martin,SF,23,LAC,2,0,15.5,2.0,5.0,.400,0.5,2.5,.200,1.5,2.5,.600,.450,0.5,1.0,.500,0.5,1.0,1.5,0.5,1.0,0.5,1.0,1.5,5.0
KJ Martin,SF,23,PHI,3,0,2.7,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.3,0.7,0.0
Garrison Mathews,SG,27,ATL,2,0,4.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0
Bennedict Mathurin,SF,21,IND,10,10,25.6,5.0,11.6,.431,1.2,3.9,.308,3.8,7.7,.494,.483,2.2,2.9,.759,1.7,2.8,4.5,2.5,0.8,0.2,1.4,1.4,13.4
Wesley Matthews,SG,37,ATL,1,0,7.0,2.0,2.0,1.000,2.0,2.0,1.000,0.0,0.0,,1.500,1.0,2.0,.500,1.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,7.0
Tyrese Maxey,PG,23,PHI,9,9,37.9,10.3,20.4,.505,3.4,8.0,.431,6.9,12.4,.554,.590,4.4,4.8,.930,0.9,4.6,5.4,7.2,1.0,1.0,1.1,1.9,28.6
Skylar Mays,PG,26,POR,8,1,16.5,3.0,7.0,.429,0.4,2.5,.150,2.6,4.5,.583,.455,0.9,1.0,.875,0.1,1.0,1.1,3.9,0.8,0.0,0.9,1.1,7.3
Miles McBride,PG,23,NYK,7,0,3.7,0.6,1.6,.364,0.3,1.3,.222,0.3,0.3,1.000,.455,0.1,0.3,.500,0.0,0.3,0.3,0.3,0.4,0.0,0.0,0.3,1.6
CJ McCollum,PG,32,NOP,6,6,34.3,7.3,16.7,.440,3.2,8.3,.380,4.2,8.3,.500,.535,3.8,5.2,.742,0.8,4.0,4.8,5.7,1.5,0.8,1.3,2.3,21.7
T.J. McConnell,PG,31,IND,6,0,13.8,2.8,4.8,.586,0.0,0.2,.000,2.8,4.7,.607,.586,1.3,1.3,1.000,0.5,2.0,2.5,3.3,1.0,0.2,0.7,1.0,7.0
Jaden McDaniels,SF,23,MIN,7,7,28.1,4.7,8.4,.559,1.4,3.3,.435,3.3,5.1,.639,.644,0.0,0.0,,0.9,1.9,2.7,1.4,0.6,0.6,1.0,4.1,10.9
Jalen McDaniels,SF,26,TOR,8,0,8.6,0.3,2.1,.118,0.1,1.4,.091,0.1,0.8,.167,.147,0.0,0.0,,0.1,0.9,1.0,0.5,0.3,0.1,0.1,0.8,0.6
Doug McDermott,SF,32,SAS,10,0,17.4,2.7,5.3,.509,2.2,4.2,.524,0.5,1.1,.455,.717,0.3,0.4,.750,0.2,1.1,1.3,1.7,0.2,0.1,0.5,1.5,7.9
JaVale McGee,C,36,SAC,7,0,11.9,3.1,5.0,.629,0.0,0.1,.000,3.1,4.9,.647,.629,0.7,1.0,.714,1.4,2.0,3.4,0.3,0.1,0.4,0.9,0.9,7.0
Bryce McGowens,SG,21,CHO,4,0,14.3,0.5,1.8,.286,0.0,1.0,.000,0.5,0.8,.667,.286,0.8,1.0,.750,0.0,1.8,1.8,0.5,0.5,0.0,0.8,1.3,1.8
Jordan McLaughlin,PG,27,MIN,5,0,3.8,0.2,0.8,.250,0.2,0.4,.500,0.0,0.4,.000,.375,0.4,0.4,1.000,0.0,0.0,0.0,1.0,0.0,0.4,0.0,0.4,1.0
De'Anthony Melton,SG,25,PHI,9,9,27.6,2.8,8.6,.325,1.6,4.8,.326,1.2,3.8,.324,.416,1.0,1.6,.643,0.4,2.9,3.3,4.3,1.3,0.3,1.2,2.2,8.1
Sam Merrill,SG,27,CLE,4,0,6.0,0.5,1.8,.286,0.5,1.5,.333,0.0,0.3,.000,.429,0.0,0.0,,0.3,0.5,0.8,0.8,0.5,0.0,0.3,0.0,1.5
Chimezie Metu,C,26,PHO,4,0,2.5,0.3,1.0,.250,0.0,0.5,.000,0.3,0.5,.500,.250,0.5,0.5,1.000,0.0,0.5,0.5,0.3,0.0,0.3,0.3,0.0,1.0
Vasilije Micić,PG,30,OKC,3,0,10.7,1.3,3.0,.444,0.7,1.7,.400,0.7,1.3,.500,.556,0.0,0.0,,0.0,0.3,0.3,2.3,0.0,0.0,1.3,0.7,3.3
Khris Middleton,SF,32,MIL,8,8,18.9,4.4,8.8,.500,1.3,3.9,.323,3.1,4.9,.641,.571,1.4,1.8,.786,0.6,2.9,3.5,3.8,0.6,0.1,1.5,1.3,11.4
Brandon Miller,SF,21,CHO,9,4,28.8,4.9,11.0,.444,1.1,4.0,.278,3.8,7.0,.540,.495,1.9,2.4,.773,1.4,2.8,4.2,1.6,0.4,0.6,0.9,3.2,12.8
Jordan Miller,SF,24,LAC,2,0,3.5,1.0,1.5,.667,0.5,0.5,1.000,0.5,1.0,.500,.833,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5
Leonard Miller,SF,20,MIN,1,0,2.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Shake Milton,SG,27,MIN,9,0,14.9,1.6,4.2,.368,0.7,2.0,.333,0.9,2.2,.400,.447,1.0,1.4,.692,0.2,1.4,1.7,1.1,0.8,0.1,1.2,1.4,4.8
Justin Minaya,SF,24,POR,1,0,8.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0
Josh Minott,SF,21,MIN,5,0,2.6,0.6,1.2,.500,0.0,0.4,.000,0.6,0.8,.750,.500,0.4,0.6,.667,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.4,1.6
Davion Mitchell,PG,25,SAC,8,3,21.0,2.4,6.4,.373,1.3,3.8,.333,1.1,2.6,.429,.471,0.1,0.1,1.000,0.1,1.5,1.6,2.8,0.5,0.3,1.0,2.4,6.1
Donovan Mitchell,SG,27,CLE,9,9,36.2,10.2,21.8,.469,3.3,9.0,.370,6.9,12.8,.539,.546,4.9,5.4,.898,1.0,3.8,4.8,5.4,2.1,0.7,2.6,2.1,28.7
Evan Mobley,PF,22,CLE,10,10,32.4,6.7,12.9,.519,0.1,0.6,.167,6.6,12.3,.537,.523,2.6,3.4,.765,3.1,7.2,10.3,2.9,0.8,1.8,2.1,2.9,16.1
Isaiah Mobley,PF,24,CLE,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Malik Monk,SG,25,SAC,9,0,23.9,4.3,10.8,.402,2.1,5.8,.365,2.2,5.0,.444,.500,3.4,4.1,.838,0.9,1.9,2.8,5.4,0.4,0.8,2.2,1.7,14.2
Moses Moody,SG,21,GSW,11,1,17.1,2.5,5.5,.443,1.2,3.5,.342,1.3,2.1,.609,.549,0.7,1.0,.727,0.7,2.2,2.9,1.1,1.1,0.3,0.5,1.0,6.8
Marcus Morris,PF,34,PHI,2,0,6.0,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.5,0.5,1.000,0.0,1.0,1.0,0.0,0.0,0.5,0.0,1.0,1.5
Markieff Morris,PF,34,DAL,1,0,4.0,0.0,2.0,.000,0.0,2.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dejounte Murray,SG,27,ATL,9,9,34.3,8.2,16.6,.497,2.6,6.1,.418,5.7,10.4,.543,.574,2.9,3.6,.813,0.7,3.9,4.6,5.6,1.3,0.4,2.8,1.3,21.9
Jamal Murray,PG,26,DEN,7,7,30.9,6.0,13.9,.433,2.0,4.6,.438,4.0,9.3,.431,.505,2.3,2.7,.842,0.4,2.1,2.6,7.4,0.3,0.7,2.3,1.9,16.3
Keegan Murray,SF,23,SAC,9,9,34.7,5.6,14.2,.391,2.4,8.2,.297,3.1,6.0,.519,.477,1.4,1.7,.867,2.0,4.9,6.9,1.9,1.4,0.8,1.2,2.2,15.0
Kris Murray,SF,23,POR,4,0,5.8,0.0,0.5,.000,0.0,0.3,.000,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.3,0.3,0.0,0.3,0.3,0.0,0.8,0.0
Mike Muscala,C,32,WAS,6,1,10.7,1.0,2.7,.375,0.3,1.3,.250,0.7,1.3,.500,.438,0.7,0.7,1.000,0.3,1.8,2.2,0.7,0.2,0.2,1.0,1.2,3.0
Svi Mykhailiuk,SF,26,BOS,5,0,6.6,0.6,2.2,.273,0.4,1.8,.222,0.2,0.4,.500,.364,0.0,0.0,,0.0,0.8,0.8,0.2,0.2,0.0,0.6,0.2,1.6
Larry Nance Jr.,C,31,NOP,10,0,15.7,1.6,3.3,.485,0.3,0.9,.333,1.3,2.4,.542,.530,0.3,0.6,.500,1.3,3.1,4.4,0.8,0.5,0.1,0.9,1.4,3.8
Andrew Nembhard,PG,24,IND,10,1,19.2,3.5,7.2,.486,0.8,2.7,.296,2.7,4.5,.600,.542,0.3,0.4,.750,0.3,1.5,1.8,4.0,0.8,0.0,1.6,2.0,8.1
Aaron Nesmith,SF,24,IND,10,0,24.1,4.2,7.8,.538,2.2,4.5,.489,2.0,3.3,.606,.679,1.1,1.7,.647,1.0,2.5,3.5,1.1,0.8,0.6,0.5,2.9,11.7
Georges Niang,PF,30,CLE,10,1,22.3,2.3,6.8,.338,1.2,4.5,.267,1.1,2.3,.478,.426,0.4,0.4,1.000,0.4,3.4,3.8,1.0,0.1,0.1,0.5,2.6,6.2
Daishen Nix,PG,21,MIN,3,0,2.3,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.7
Zeke Nnaji,PF,23,DEN,10,0,10.8,1.3,2.6,.500,0.1,0.5,.200,1.2,2.1,.571,.519,0.6,1.0,.600,0.8,1.7,2.5,0.5,0.2,0.5,0.4,1.1,3.3
Jusuf Nurkić,C,29,PHO,10,10,27.4,3.3,8.4,.393,0.7,2.9,.241,2.6,5.5,.473,.435,2.8,4.0,.700,2.9,6.3,9.2,4.6,1.4,1.0,2.1,3.4,10.1
Jordan Nwora,SF,25,IND,3,0,12.0,2.0,6.0,.333,0.7,2.7,.250,1.3,3.3,.400,.389,0.7,1.0,.667,0.3,1.7,2.0,1.3,0.0,0.3,1.7,0.7,5.3
Royce O'Neale,SF,30,BRK,10,4,31.2,2.8,8.3,.337,2.5,6.9,.362,0.3,1.4,.214,.488,0.1,0.2,.500,0.8,5.5,6.3,3.4,0.6,0.9,1.1,3.2,8.2
Chuma Okeke,SF,25,ORL,4,0,3.5,0.3,1.0,.250,0.0,0.8,.000,0.3,0.3,1.000,.250,0.0,0.0,,0.8,0.8,1.5,0.3,0.0,0.0,0.3,0.0,0.5
Josh Okogie,SG,25,PHO,10,6,23.7,2.3,5.6,.411,0.4,2.3,.174,1.9,3.3,.576,.446,2.6,2.9,.897,1.9,1.6,3.5,1.2,0.8,0.5,0.9,1.2,7.6
Onyeka Okongwu,C,23,ATL,9,0,22.6,3.3,5.6,.600,0.2,0.9,.250,3.1,4.7,.667,.620,2.7,2.9,.923,2.8,3.9,6.7,1.6,0.7,1.0,0.7,2.9,9.6
Isaac Okoro,SF,23,CLE,6,5,28.8,3.5,7.2,.488,1.0,2.5,.400,2.5,4.7,.536,.558,1.5,2.2,.692,2.0,2.8,4.8,2.2,1.2,0.5,1.0,3.8,9.5
Kelly Olynyk,C,32,UTA,10,0,20.4,2.7,4.5,.600,0.7,1.7,.412,2.0,2.8,.714,.678,1.2,1.4,.857,1.9,3.5,5.4,3.4,1.1,0.2,1.8,3.1,7.3
Eugene Omoruyi,SF,26,WAS,6,0,8.0,2.2,3.2,.684,0.3,0.8,.400,1.8,2.3,.786,.737,0.8,1.3,.625,0.7,1.8,2.5,1.0,0.5,0.2,1.0,1.0,5.5
Cedi Osman,SF,28,SAS,10,0,19.8,3.1,6.0,.517,1.5,3.3,.455,1.6,2.7,.593,.642,0.3,0.5,.600,0.3,1.5,1.8,1.5,0.5,0.3,0.6,1.3,8.0
Kelly Oubre Jr.,SF,28,PHI,8,5,29.0,5.9,11.8,.500,1.8,4.6,.378,4.1,7.1,.579,.574,2.8,3.5,.786,1.4,3.8,5.1,0.6,1.4,0.4,0.9,2.4,16.3
Chris Paul,PG,38,GSW,11,2,27.0,3.2,8.6,.368,0.5,3.4,.162,2.6,5.3,.500,.400,1.3,1.5,.875,0.3,3.4,3.6,7.3,1.5,0.0,1.1,1.5,8.2
Cameron Payne,PG,29,MIL,10,2,18.1,2.3,4.6,.500,1.2,2.4,.500,1.1,2.2,.500,.630,0.4,0.4,1.000,0.1,0.9,1.0,2.1,0.5,0.1,1.0,2.3,6.2
Gary Payton II,SG,31,GSW,10,0,18.3,2.6,5.5,.473,0.8,2.2,.364,1.8,3.3,.545,.545,0.4,0.6,.667,1.2,2.0,3.2,1.0,1.3,0.2,0.6,1.7,6.4
Filip Petrušev,C,23,PHI,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Julian Phillips,SF,20,CHI,4,0,2.5,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Jalen Pickett,SG,24,DEN,4,0,2.3,1.0,1.3,.800,0.5,0.8,.667,0.5,0.5,1.000,1.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.3,2.5
Mason Plumlee,C,33,LAC,6,0,17.0,2.0,3.2,.632,0.0,0.0,,2.0,3.2,.632,.632,1.0,2.3,.429,1.3,4.2,5.5,1.0,0.7,0.2,0.8,1.0,5.0
Brandin Podziemski,SG,20,GSW,6,0,8.7,1.3,2.8,.471,0.3,0.7,.500,1.0,2.2,.462,.529,0.3,0.5,.667,0.8,1.8,2.7,1.3,0.3,0.0,0.8,1.2,3.3
Jakob Poeltl,C,28,TOR,10,10,24.7,4.8,7.2,.667,0.0,0.0,,4.8,7.2,.667,.667,0.7,1.7,.412,2.6,5.3,7.9,1.9,0.6,0.8,1.7,2.8,10.3
Aleksej Pokusevski,PF,22,OKC,3,0,6.0,0.0,1.3,.000,0.0,1.3,.000,0.0,0.0,,.000,0.3,0.7,.500,0.0,1.0,1.0,0.0,0.0,0.3,1.0,1.0,0.3
Jordan Poole,SG,24,WAS,10,10,28.7,6.1,14.8,.412,2.0,6.6,.303,4.1,8.2,.500,.480,2.0,2.6,.769,0.5,1.9,2.4,3.7,1.3,0.6,2.8,3.1,16.2
Craig Porter Jr.,PG,23,CLE,5,0,8.4,1.2,2.8,.429,0.0,0.2,.000,1.2,2.6,.462,.429,0.6,1.6,.375,0.2,1.4,1.6,1.2,0.6,0.2,0.6,1.4,3.0
Michael Porter Jr.,SF,25,DEN,10,10,29.6,6.6,13.9,.475,2.7,7.4,.365,3.9,6.5,.600,.572,1.0,1.1,.909,2.0,6.2,8.2,1.8,0.4,0.9,0.9,2.3,16.9
Otto Porter Jr.,SF,30,TOR,5,1,15.8,1.4,3.8,.368,1.0,2.6,.385,0.4,1.2,.333,.500,0.2,0.2,1.000,0.6,2.2,2.8,0.2,0.6,0.6,0.0,1.4,4.0
Bobby Portis,PF,28,MIL,10,0,22.0,4.7,9.8,.480,0.7,2.6,.269,4.0,7.2,.556,.515,2.3,3.1,.742,1.1,5.1,6.2,1.6,1.1,0.4,1.2,2.2,12.4
Kristaps Porziņģis,C,28,BOS,10,10,30.2,6.5,11.5,.565,2.0,4.9,.408,4.5,6.6,.682,.652,4.7,5.6,.839,1.3,4.9,6.2,1.9,0.4,1.3,1.2,3.4,19.7
Dwight Powell,C,32,DAL,9,1,17.8,1.9,2.4,.773,0.1,0.1,1.000,1.8,2.3,.762,.795,2.8,3.7,.758,2.0,2.1,4.1,1.4,0.4,0.8,0.2,2.0,6.7
Norman Powell,SG,30,LAC,9,0,24.2,4.6,8.7,.526,2.0,4.6,.439,2.6,4.1,.622,.641,1.6,2.3,.667,0.1,1.9,2.0,1.4,0.6,0.6,1.3,2.4,12.7
Taurean Prince,PF,29,LAL,8,8,30.4,3.6,8.3,.439,1.4,4.4,.314,2.3,3.9,.581,.523,0.9,1.1,.778,0.1,1.6,1.8,1.0,0.5,0.6,0.5,2.8,9.5
Payton Pritchard,PG,26,BOS,10,0,20.5,1.7,5.2,.327,0.7,3.1,.226,1.0,2.1,.476,.394,0.6,0.7,.857,1.4,2.0,3.4,3.6,0.2,0.0,0.7,1.7,4.7
Olivier-Maxence Prosper,PF,21,DAL,3,0,4.0,0.3,1.7,.200,0.0,0.7,.000,0.3,1.0,.333,.200,1.0,1.3,.750,0.3,0.0,0.3,0.0,0.0,0.0,0.0,1.0,1.7
Immanuel Quickley,SG,24,NYK,10,0,24.4,5.0,11.2,.446,1.9,5.1,.373,3.1,6.1,.508,.531,2.6,2.9,.897,0.4,3.3,3.7,3.8,0.5,0.0,1.3,1.4,14.5
Lester Quinones,SG,23,GSW,1,0,5.0,2.0,3.0,.667,1.0,2.0,.500,1.0,1.0,1.000,.833,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0
Julius Randle,PF,29,NYK,10,10,34.0,5.8,17.1,.339,1.7,6.6,.258,4.1,10.5,.390,.389,4.7,6.7,.701,2.3,8.0,10.3,4.9,1.0,0.0,3.0,2.6,18.0
Duop Reath,C,27,POR,1,0,14.0,4.0,10.0,.400,3.0,8.0,.375,1.0,2.0,.500,.550,0.0,0.0,,0.0,3.0,3.0,3.0,0.0,1.0,0.0,3.0,11.0
Austin Reaves,SG,25,LAL,10,8,32.0,4.9,11.2,.438,1.4,4.4,.318,3.5,6.8,.515,.500,2.6,3.1,.839,1.0,3.0,4.0,4.3,1.3,0.1,2.4,1.6,13.8
Cam Reddish,SF,24,LAL,10,4,22.8,2.3,5.6,.411,0.8,2.7,.296,1.5,2.9,.517,.482,1.6,1.9,.842,0.6,2.4,3.0,1.0,1.4,0.3,0.6,1.7,7.0
Paul Reed,C,24,PHI,9,0,13.2,2.1,3.7,.576,0.0,0.3,.000,2.1,3.3,.633,.576,0.1,0.2,.500,1.7,3.2,4.9,1.0,0.4,0.3,0.8,2.3,4.3
Naz Reid,C,24,MIN,9,0,22.3,4.9,9.3,.524,1.9,4.4,.425,3.0,4.9,.614,.625,1.7,1.8,.938,1.0,3.4,4.4,0.9,0.7,0.4,1.0,1.0,13.3
Jared Rhoden,SG,24,DET,5,0,6.0,1.0,1.8,.556,0.2,0.8,.250,0.8,1.0,.800,.611,0.4,0.4,1.000,0.2,0.6,0.8,0.6,0.0,0.0,0.4,0.8,2.6
Nick Richards,C,26,CHO,9,0,17.8,3.3,4.2,.789,0.0,0.0,,3.3,4.2,.789,.789,2.3,3.1,.750,1.8,4.0,5.8,0.3,0.3,1.4,1.1,3.0,9.0
Josh Richardson,SG,30,MIA,7,1,23.7,2.9,6.7,.426,1.1,3.4,.333,1.7,3.3,.522,.511,0.7,0.9,.833,0.0,2.3,2.3,2.3,0.3,0.1,1.1,2.0,7.6
Duncan Robinson,SF,29,MIA,10,2,27.8,4.8,10.7,.449,2.5,7.0,.357,2.3,3.7,.622,.565,0.7,0.8,.875,0.4,2.1,2.5,2.2,0.4,0.1,1.1,2.1,12.8
Jerome Robinson,SG,26,GSW,1,0,5.0,0.0,2.0,.000,0.0,0.0,,0.0,2.0,.000,.000,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitchell Robinson,C,25,NYK,10,10,29.6,2.8,5.2,.538,0.0,0.0,,2.8,5.2,.538,.538,1.0,2.5,.400,5.8,5.6,11.4,0.5,1.4,1.0,0.4,2.2,6.6
Orlando Robinson,C,23,MIA,2,0,15.0,2.0,4.5,.444,0.5,0.5,1.000,1.5,4.0,.375,.500,1.0,1.0,1.000,1.0,3.0,4.0,3.5,0.5,0.5,1.5,2.0,5.5
Jeremiah Robinson-Earl,PF,23,NOP,3,1,21.0,3.0,5.7,.529,1.7,2.7,.625,1.3,3.0,.444,.676,1.3,1.3,1.000,1.3,3.7,5.0,0.7,0.3,0.0,1.0,1.7,9.0
David Roddy,PF,22,MEM,10,1,21.8,3.5,7.2,.486,0.6,2.4,.250,2.9,4.8,.604,.528,0.4,0.5,.800,1.1,2.7,3.8,0.9,0.4,0.4,0.9,2.0,8.0
Ryan Rollins,PG,21,WAS,6,0,7.7,1.3,2.8,.471,0.2,0.3,.500,1.2,2.5,.467,.500,2.2,2.7,.813,0.3,1.3,1.7,1.7,1.3,0.3,1.2,1.0,5.0
Derrick Rose,PG,35,MEM,4,0,17.8,3.0,9.3,.324,1.3,2.5,.500,1.8,6.8,.259,.392,0.8,1.0,.750,1.0,1.0,2.0,2.8,0.5,0.3,1.5,0.8,8.0
Terry Rozier,SG,29,CHO,5,5,35.8,8.4,18.0,.467,1.6,6.2,.258,6.8,11.8,.576,.511,3.6,4.4,.818,0.8,3.2,4.0,5.0,0.6,0.4,2.2,0.8,22.0
Rayan Rupert,SG,19,POR,2,0,3.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D'Angelo Russell,PG,27,LAL,10,10,33.4,6.5,14.5,.448,1.6,5.6,.286,4.9,8.9,.551,.503,2.7,3.2,.844,0.3,3.0,3.3,6.9,0.5,0.7,1.9,2.6,17.3
Matt Ryan,SF,26,NOP,10,1,23.3,3.0,6.4,.469,2.4,5.4,.444,0.6,1.0,.600,.656,1.2,1.2,1.000,0.5,2.0,2.5,1.3,0.3,0.1,1.3,2.3,9.6
Domantas Sabonis,C,27,SAC,9,9,34.8,6.9,11.8,.585,0.3,1.1,.300,6.6,10.7,.615,.599,3.9,6.6,.593,3.7,8.8,12.4,7.3,0.9,1.0,3.6,3.4,18.0
Luka Šamanić,PF,24,UTA,4,0,4.0,1.3,2.5,.500,0.5,1.3,.400,0.8,1.3,.600,.600,0.3,0.3,1.000,0.0,1.0,1.0,0.3,0.3,0.0,0.0,0.3,3.3
Jermaine Samuels,SF,25,HOU,3,0,6.7,0.7,1.0,.667,0.0,0.3,.000,0.7,0.7,1.000,.667,0.7,0.7,1.000,0.3,0.7,1.0,0.0,0.0,0.3,0.0,1.0,2.0
Dario Šarić,C,29,GSW,11,1,20.0,3.0,7.1,.423,1.3,3.8,.333,1.7,3.3,.528,.513,0.8,1.0,.818,1.9,4.9,6.8,1.7,0.4,0.5,0.8,2.0,8.1
Olivier Sarr,C,24,OKC,4,0,11.0,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,1.0,1.5,.667,0.8,3.8,4.5,0.3,0.0,1.3,0.5,1.5,1.5
Marcus Sasser,PG,23,DET,11,0,21.0,4.0,8.1,.494,1.7,4.0,.432,2.3,4.1,.556,.601,0.5,0.5,1.000,0.2,2.6,2.8,3.1,0.9,0.1,0.8,1.9,10.2
Admiral Schofield,PF,26,ORL,1,0,3.0,2.0,4.0,.500,1.0,3.0,.333,1.0,1.0,1.000,.625,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Dennis Schröder,PG,30,TOR,10,10,32.3,5.4,12.5,.432,1.7,4.7,.362,3.7,7.8,.474,.500,2.9,3.5,.829,0.8,1.9,2.7,7.7,1.0,0.2,1.9,1.6,15.4
Dereon Seabron,SG,23,NOP,4,0,12.5,1.0,3.3,.308,0.3,0.5,.500,0.8,2.8,.273,.346,1.3,1.5,.833,0.3,1.5,1.8,1.0,0.3,0.3,0.0,1.0,3.5
Alperen Şengün,C,21,HOU,9,9,31.4,8.3,13.9,.600,0.4,1.8,.250,7.9,12.1,.651,.616,2.3,3.8,.618,2.6,5.7,8.2,6.0,1.0,0.4,2.1,2.8,19.4
Brice Sensabaugh,SF,20,UTA,1,0,2.0,0.0,2.0,.000,0.0,0.0,,0.0,2.0,.000,.000,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Collin Sexton,SG,25,UTA,10,0,18.8,4.0,8.7,.460,0.9,2.7,.333,3.1,6.0,.517,.511,3.3,3.8,.868,0.7,1.4,2.1,2.7,0.1,0.1,2.0,1.6,12.2
Landry Shamet,SG,26,WAS,6,0,15.8,2.8,5.8,.486,1.5,4.0,.375,1.3,1.8,.727,.614,0.2,0.3,.500,0.2,1.2,1.3,1.2,0.8,0.2,0.5,1.8,7.3
Day'Ron Sharpe,C,22,BRK,10,0,13.0,2.6,4.5,.578,0.0,0.2,.000,2.6,4.3,.605,.578,1.5,2.3,.652,2.3,4.0,6.3,0.5,0.4,0.5,1.3,1.8,6.7
Shaedon Sharpe,SG,20,POR,9,8,39.4,6.8,15.2,.445,2.3,6.2,.375,4.4,9.0,.494,.522,3.9,4.7,.833,1.7,3.3,5.0,3.0,0.9,0.7,3.2,2.8,19.8
Ben Sheppard,SG,22,IND,3,0,10.7,1.7,4.0,.417,1.0,2.7,.375,0.7,1.3,.500,.542,0.0,0.0,,0.3,1.0,1.3,0.7,0.0,0.0,0.0,1.3,4.3
Pascal Siakam,PF,29,TOR,10,10,35.2,7.6,16.2,.469,1.2,4.8,.250,6.4,11.4,.561,.506,3.1,4.4,.705,1.2,6.1,7.3,4.8,0.9,0.1,2.7,2.5,19.5
Ben Simmons,PG,27,BRK,6,6,31.8,3.2,6.0,.528,0.0,0.0,,3.2,6.0,.528,.528,0.2,0.7,.250,2.7,8.2,10.8,6.7,0.5,0.8,2.5,2.7,6.5
